NFR19,SNAP,Source,Activity
3D21,10,Other cattle - Dairy Replacements Female - Indirect Deposition,Grazing
3D21,10,Other cattle - Dairy Replacements Female - Indirect Deposition,Spreading
3D21,10,Other cattle - Heifers for breeding - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Heifers for breeding - Indirect Deposition,Grazing
3D21,10,Other cattle - Heifers for breeding - Indirect Deposition,Spreading
3D21,10,Other cattle - Steers - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Steers - Indirect Deposition,Grazing
3D21,10,Other cattle - Steers - Indirect Deposition,Spreading
3D21,10,Other organic residue Digestates - Indirect Deposition,Spreading
3D21,10,Pig - Boar - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Boar - Indirect Deposition,Grazing
3D21,10,Pig - Boar - Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig < 20 kg - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig < 20 kg - Indirect Deposition,Grazing
3D21,10,Pig - Fattening Pig < 20 kg - Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig > 80 kg - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig > 80 kg - Indirect Deposition,Grazing
3D21,10,Pig - Fattening Pig > 80 kg - Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Grazing
3D21,10,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Spreading
3D21,10,Pig - Gilt - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Gilt - Indirect Deposition,Grazing
3D21,10,Pig - Gilt - Indirect Deposition,Spreading
3D21,10,Pig - Sow - Digestate Indirect Deposition,Spreading
3D21,10,Pig - Sow - Indirect Deposition,Grazing
3D21,10,Pig - Sow - Indirect Deposition,Spreading
3D21,10,Poultry - Broilers - Digestate Indirect Deposition,Spreading
3D21,10,Poultry - Broilers - Indirect Deposition,Grazing
3D21,10,Poultry - Broilers - Indirect Deposition,Spreading
3D21,10,Poultry - Laying Hens - Digestate Indirect Deposition,Spreading
3D21,10,Poultry - Laying Hens - Indirect Deposition,Grazing
3D21,10,Poultry - Laying Hens - Indirect Deposition,Spreading
3D21,10,Poultry - Other - Indirect Deposition,Grazing
3D21,10,Poultry - Other - Indirect Deposition,Spreading
3D21,10,Poultry - Other Poultry - Digestate Indirect Deposition,Spreading
3D21,10,Poultry - Turkeys - Digestate Indirect Deposition,Spreading
3D21,10,Poultry - Turkeys - Indirect Deposition,Grazing
3D21,10,Poultry - Turkeys - Indirect Deposition,Spreading
3D21,10,Professional Horses - Indirect Deposition,Grazing
3D21,10,Professional Horses - Indirect Deposition,Spreading
3D21,10,Sewage Sludge Cake - Indirect Deposition,Spreading
3D21,10,Sewage Sludge Liquid - Indirect Deposition,Spreading
3D21,10,Sheep - Ewe - Indirect Deposition,Grazing
3D21,10,Sheep - Ewe - Indirect Deposition,Spreading
3D21,10,Sheep - Lamb - Indirect Deposition,Grazing
3D21,10,Sheep - Lamb - Indirect Deposition,Spreading
3D21,10,Sheep - Ram - Indirect Deposition,Grazing
3D21,10,Sheep - Ram - Indirect Deposition,Spreading
3D22,10,Agricultural Horses - Indirect Leach,Grazing
3D22,10,Agricultural Horses - Indirect Leach,Spreading
3D22,10,Arable - Indirect Leach,Ammonium Nitrate Application
3D22,10,Arable - Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Application
3D22,10,Arable - Indirect Leach,Calcium Ammonium Nitrate Application
3D22,10,Arable - Indirect Leach,No Nitrogen Fertiliser Applied
3D22,10,Arable - Indirect Leach,Other Nitrogen Including Compounds Application
3D22,10,Arable - Indirect Leach,Urea Ammonium Nitrate Application
3D22,10,Arable - Indirect Leach,Urea Application
3D22,10,Arable - Residue Indirect Leach,Ammonium Nitrate Application
3D22,10,Arable - Residue Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Application
3D22,10,Arable - Residue Indirect Leach,Calcium Ammonium Nitrate Application
3D22,10,Arable - Residue Indirect Leach,No Nitrogen Fertiliser Applied
3D22,10,Arable - Residue Indirect Leach,Other Nitrogen Including Compounds Application
3D22,10,Arable - Residue Indirect Leach,Urea Ammonium Nitrate Application
3D22,10,Arable - Residue Indirect Leach,Urea Application
3D22,10,Compost - Indirect Leach,Spreading
3D22,10,Crop Digestates - Indirect Leach,Spreading
3D22,10,Cropland management,Mineralisation - indirect leach
3D22,10,Dairy - Dairy Cows - Digestate Indirect Leach,Spreading
3D22,10,Dairy - Dairy Cows - Indirect Leach,Grazing
3D22,10,Dairy - Dairy Cows - Indirect Leach,Spreading
3D22,10,Deer - Indirect Leach,Grazing
3D22,10,Deer - Indirect Leach,Spreading
3D22,10,Domestic Horses - Indirect Leach,Grazing
3D22,10,Domestic Horses - Indirect Leach,Spreading
3D22,10,Food Digestates - Indirect Leach,Spreading
3D22,10,Goats - Indirect Leach,Grazing
3D22,10,Goats - Indirect Leach,Spreading
3D22,10,Grass - Indirect Leach,Ammonium Nitrate Application
3D22,10,Grass - Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Application
3D22,10,Grass - Indirect Leach,Calcium Ammonium Nitrate Application
3D22,10,Grass - Indirect Leach,No Nitrogen Fertiliser Applied
3D22,10,Grass - Indirect Leach,Other Nitrogen Including Compounds Application
3D22,10,Grass - Indirect Leach,Urea Ammonium Nitrate Application
3D22,10,Grass - Indirect Leach,Urea Application
3D22,10,Grass - Residue Indirect Leach,Ammonium Nitrate Application
3D22,10,Grass - Residue Indirect Leach,Ammonium Sulphate and Diammonium Phosphate Application
3D22,10,Grass - Residue Indirect Leach,Calcium Ammonium Nitrate Application
3D22,10,Grass - Residue Indirect Leach,No Nitrogen Fertiliser Applied
3D22,10,Grass - Residue Indirect Leach,Other Nitrogen Including Compounds Application
3D22,10,Grass - Residue Indirect Leach,Urea Ammonium Nitrate Application
3D22,10,Grass - Residue Indirect Leach,Urea Application
3D22,10,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Beef females for slaughter - Indirect Leach,Grazing
3D22,10,Other cattle - Beef females for slaughter - Indirect Leach,Spreading
3D22,10,Other cattle - Bulls for breeding - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Bulls for breeding - Indirect Leach,Grazing
3D22,10,Other cattle - Bulls for breeding - Indirect Leach,Spreading
3D22,10,Other cattle - Cereal fed bull - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Cereal fed bull - Indirect Leach,Grazing
3D22,10,Other cattle - Cereal fed bull - Indirect Leach,Spreading
3D22,10,Other cattle - Cows - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Cows - Indirect Leach,Grazing
3D22,10,Other cattle - Cows - Indirect Leach,Spreading
3D22,10,Other cattle - Dairy Calves Female - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Dairy Calves Female - Indirect Leach,Grazing
3D22,10,Other cattle - Dairy Calves Female - Indirect Leach,Spreading
3D22,10,Other cattle - Dairy In Calf Heifers - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Dairy In Calf Heifers - Indirect Leach,Grazing
3D22,10,Other cattle - Dairy In Calf Heifers - Indirect Leach,Spreading
3D22,10,Other cattle - Dairy Replacements Female - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Dairy Replacements Female - Indirect Leach,Grazing
3D22,10,Other cattle - Dairy Replacements Female - Indirect Leach,Spreading
3D22,10,Other cattle - Heifers for breeding - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Heifers for breeding - Indirect Leach,Grazing
3D22,10,Other cattle - Heifers for breeding - Indirect Leach,Spreading
3D22,10,Other cattle - Steers - Digestate Indirect Leach,Spreading
3D22,10,Other cattle - Steers - Indirect Leach,Grazing
3D22,10,Other cattle - Steers - Indirect Leach,Spreading
3D22,10,Other organic residue Digestates - Indirect Leach,Spreading
3D22,10,Pig - Boar - Digestate Indirect Leach,Spreading
3D22,10,Pig - Boar - Indirect Leach,Grazing
3D22,10,Pig - Boar - Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig < 20 kg - Digestate Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig < 20 kg - Indirect Leach,Grazing
3D22,10,Pig - Fattening Pig < 20 kg - Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig > 80 kg - Digestate Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig > 80 kg - Indirect Leach,Grazing
3D22,10,Pig - Fattening Pig > 80 kg - Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Leach,Spreading
3D22,10,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Grazing
3D22,10,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Spreading
3D22,10,Pig - Gilt - Digestate Indirect Leach,Spreading
3D22,10,Pig - Gilt - Indirect Leach,Grazing
3D22,10,Pig - Gilt - Indirect Leach,Spreading
3D22,10,Pig - Sow - Digestate Indirect Leach,Spreading
3D22,10,Pig - Sow - Indirect Leach,Grazing
3D22,10,Pig - Sow - Indirect Leach,Spreading
3D22,10,Poultry - Broilers - Digestate Indirect Leach,Spreading
3D22,10,Poultry - Broilers - Indirect Leach,Grazing
3D22,10,Poultry - Broilers - Indirect Leach,Spreading
3D22,10,Poultry - Laying Hens - Digestate Indirect Leach,Spreading
3D22,10,Poultry - Laying Hens - Indirect Leach,Grazing
3D22,10,Poultry - Laying Hens - Indirect Leach,Spreading
3D22,10,Poultry - Other - Indirect Leach,Grazing
3D22,10,Poultry - Other - Indirect Leach,Spreading
3D22,10,Poultry - Other Poultry - Digestate Indirect Leach,Spreading
3D22,10,Poultry - Turkeys - Digestate Indirect Leach,Spreading
3D22,10,Poultry - Turkeys - Indirect Leach,Grazing
3D22,10,Poultry - Turkeys - Indirect Leach,Spreading
3D22,10,Professional Horses - Indirect Leach,Grazing
3D22,10,Professional Horses - Indirect Leach,Spreading
3D22,10,Sewage Sludge Cake - Indirect Leach,Spreading
3D22,10,Sewage Sludge Liquid - Indirect Leach,Spreading
3D22,10,Sheep - Ewe - Indirect Leach,Grazing
3D22,10,Sheep - Ewe - Indirect Leach,Spreading
3D22,10,Sheep - Lamb - Indirect Leach,Grazing
3D22,10,Sheep - Lamb - Indirect Leach,Spreading
3D22,10,Sheep - Ram - Indirect Leach,Grazing
3D22,10,Sheep - Ram - Indirect Leach,Spreading
3Da1,10,Arable,Ammonium Nitrate Application
3Da1,10,Arable,Ammonium Sulphate and Diammonium Phosphate Application
3Da1,10,Arable,Calcium Ammonium Nitrate Application
3Da1,10,Arable,No Nitrogen Fertiliser Applied
3Da1,10,Arable,Other Nitrogen Including Compounds Application
3Da1,10,Arable,Urea Ammonium Nitrate Application
3Da1,10,Arable,Urea Application
3Da1,10,Fertiliser Application,Inorganic N applied to soil
3Da1,10,Grass,Ammonium Nitrate Application
3Da1,10,Grass,Ammonium Sulphate and Diammonium Phosphate Application
3Da1,10,Grass,Calcium Ammonium Nitrate Application
3Da1,10,Grass,No Nitrogen Fertiliser Applied
3Da1,10,Grass,Other Nitrogen Including Compounds Application
3Da1,10,Grass,Urea Ammonium Nitrate Application
3Da1,10,Grass,Urea Application
3Da2a,10,Agricultural Horses,Spreading
3Da2a,10,Agricultural Horses FAM - direct,Manure N applied to soil
3Da2a,10,Dairy - Dairy Cows,Spreading
3Da2a,10,Dairy Cows FAM - Direct,Manure N applied to soil
3Da2a,10,Deer,Spreading
3Da2a,10,Deer FAM - Direct,Manure N applied to soil
3Da2a,10,FAM - direct,Agricultural Horses
3Da2a,10,FAM - direct,Dairy - Dairy Cows
3Da2a,10,FAM - direct,Deer
3Da2a,10,FAM - direct,Goats
3Da2a,10,FAM - direct,Other cattle
3Da2a,10,FAM - direct,Pigs
3Da2a,10,FAM - direct,Poultry - Broilers
3Da2a,10,FAM - direct,Poultry - Laying Hens
3Da2a,10,FAM - direct,Poultry - Other
3Da2a,10,FAM - direct,Poultry - Turkeys
3Da2a,10,FAM - direct,Sheep
3Da2a,10,Goats,Spreading
3Da2a,10,Goats FAM - Direct,Manure N applied to soil
3Da2a,10,Other cattle - Beef females for slaughter,Spreading
3Da2a,10,Other cattle - Bulls for breeding,Spreading
3Da2a,10,Other cattle - Cereal fed bull,Spreading
3Da2a,10,Other cattle - Cows,Spreading
3Da2a,10,Other cattle - Dairy Calves Female,Spreading
3Da2a,10,Other cattle - Dairy In Calf Heifers,Spreading
3Da2a,10,Other cattle - Dairy Replacements Female,Spreading
3Da2a,10,Other cattle - Heifers for breeding,Spreading
3Da2a,10,Other cattle - Steers,Spreading
3Da2a,10,Other Cattle FAM - Direct,Manure N applied to soil
3Da2a,10,Pig - Boar,Spreading
3Da2a,10,Pig - Fattening Pig < 20 kg,Spreading
3Da2a,10,Pig - Fattening Pig > 80 kg,Spreading
3Da2a,10,Pig - Fattening Pig 20 to 80 kg,Spreading
3Da2a,10,Pig - Gilt,Spreading
3Da2a,10,Pig - Sow,Spreading
3Da2a,10,Pigs FAM - Direct,Manure N applied to soil
3Da2a,10,Poultry - Broilers,Spreading
3Da2a,10,Poultry - Broilers FAM - Direct,Manure N applied to soil
3Da2a,10,Poultry - Laying Hens,Spreading
3Da2a,10,Poultry - Laying Hens FAM - Direct,Manure N applied to soil
3Da2a,10,Poultry - Other,Spreading
3Da2a,10,Poultry - Other FAM - Direct,Manure N applied to soil
3Da2a,10,Poultry - Turkeys,Spreading
3Da2a,10,Poultry - Turkeys FAM - Direct,Manure N applied to soil
3Da2a,10,Sheep - Ewe,Spreading
3Da2a,10,Sheep - Lamb,Spreading
3Da2a,10,Sheep - Ram,Spreading
3Da2a,10,Sheep FAM - Direct,Manure N applied to soil
3Da2a,10,Spread Manure,Agricultural Horses
3Da2a,10,Spread Manure,Dairy - Dairy Cows
3Da2a,10,Spread Manure,Deer
3Da2a,10,Spread Manure,Goats
3Da2a,10,Spread Manure,Other cattle - Beef females for slaughter
3Da2a,10,Spread Manure,Other cattle - Bulls for breeding
3Da2a,10,Spread Manure,Other cattle - Cereal fed bull
3Da2a,10,Spread Manure,Other cattle - Cows
3Da2a,10,Spread Manure,Other cattle - Dairy Calves Female
3Da2a,10,Spread Manure,Other cattle - Dairy In Calf Heifers
3Da2a,10,Spread Manure,Other cattle - Dairy Replacements Female
3Da2a,10,Spread Manure,Other cattle - Heifers for breeding
3Da2a,10,Spread Manure,Other cattle - Steers
3Da2a,10,Spread Manure,Pig - Boar
3Da2a,10,Spread Manure,Pig - Fattening Pig < 20 kg
3Da2a,10,Spread Manure,Pig - Fattening Pig > 80 kg
3Da2a,10,Spread Manure,Pig - Fattening Pig 20 to 80 kg
3Da2a,10,Spread Manure,Pig - Gilt
3Da2a,10,Spread Manure,Pig - Sow
3Da2a,10,Spread Manure,Poultry - Broilers
3Da2a,10,Spread Manure,Poultry - Laying Hens
3Da2a,10,Spread Manure,Poultry - Other
3Da2a,10,Spread Manure,Poultry - Turkeys
3Da2a,10,Spread Manure,Sheep - Ewe
3Da2a,10,Spread Manure,Sheep - Lamb
3Da2a,10,Spread Manure,Sheep - Ram
3Da2b,10,Sewage Sludge Application - Direct,Sewage sludge N applied to soil
3Da2b,10,Sewage Sludge Cake - TAN,Spreading
3Da2b,10,Sewage Sludge Cake - Total N,Spreading
3Da2b,10,Sewage Sludge Liquid - TAN,Spreading
3Da2b,10,Sewage Sludge Liquid - Total N,Spreading
3Da2c,10,Compost,Spreading
3Da2c,10,Crop Digestates - TAN,Spreading
3Da2c,10,Crop Digestates - Total N,Spreading
3Da2c,10,Dairy - Dairy Cows - Digestate,Spreading
3Da2c,10,Food Digestates - TAN,Spreading
3Da2c,10,Food Digestates - Total N,Spreading
3Da2c,10,Other cattle - Beef females for slaughter - Digestate,Spreading
3Da2c,10,Other cattle - Bulls for breeding - Digestate,Spreading
3Da2c,10,Other cattle - Cereal fed bull - Digestate,Spreading
3Da2c,10,Other cattle - Cows - Digestate,Spreading
3Da2c,10,Other cattle - Dairy Calves Female - Digestate,Spreading
3Da2c,10,Other cattle - Dairy In Calf Heifers - Digestate,Spreading
3Da2c,10,Other cattle - Dairy Replacements Female - Digestate,Spreading
3Da2c,10,Other cattle - Heifers for breeding - Digestate,Spreading
3Da2c,10,Other cattle - Steers - Digestate,Spreading
3Da2c,10,Other organic residue Digestates - TAN,Spreading
3Da2c,10,Other organic residue Digestates - Total N,Spreading
3Da2c,10,Pig - Boar - Digestate,Spreading
3Da2c,10,Pig - Fattening Pig < 20 kg - Digestate,Spreading
3Da2c,10,Pig - Fattening Pig > 80 kg - Digestate,Spreading
3Da2c,10,Pig - Fattening Pig 20 to 80 kg - Digestate,Spreading
3Da2c,10,Pig - Gilt - Digestate,Spreading
3Da2c,10,Pig - Sow - Digestate,Spreading
3Da2c,10,Poultry - Broilers - Digestate,Spreading
3Da2c,10,Poultry - Laying Hens - Digestate,Spreading
3Da2c,10,Poultry - Other Poultry - Digestate,Spreading
3Da2c,10,Poultry - Turkeys - Digestate,Spreading
3Da2c,10,Spread Digestate,Dairy - Dairy Cows
3Da2c,10,Spread Digestate,Other cattle - Beef females for slaughter
3Da2c,10,Spread Digestate,Other cattle - Bulls for breeding
3Da2c,10,Spread Digestate,Other cattle - Cereal fed bull
3Da2c,10,Spread Digestate,Other cattle - Cows
3Da2c,10,Spread Digestate,Other cattle - Dairy Calves Female
3Da2c,10,Spread Digestate,Other cattle - Dairy In Calf Heifers
3Da2c,10,Spread Digestate,Other cattle - Dairy Replacements Female
3Da2c,10,Spread Digestate,Other cattle - Heifers for breeding
3Da2c,10,Spread Digestate,Other cattle - Steers
3Da2c,10,Spread Digestate,Pig - Boar
3Da2c,10,Spread Digestate,Pig - Fattening Pig < 20 kg
3Da2c,10,Spread Digestate,Pig - Fattening Pig > 80 kg
3Da2c,10,Spread Digestate,Pig - Fattening Pig 20 to 80 kg
3Da2c,10,Spread Digestate,Pig - Gilt
3Da2c,10,Spread Digestate,Pig - Sow
3Da2c,10,Spread Digestate,Poultry - Broilers
3Da2c,10,Spread Digestate,Poultry - Laying Hens
3Da2c,10,Spread Digestate,Poultry - Other
3Da2c,10,Spread Digestate,Poultry - Turkeys
3Da3,10,Agricultural Horses,Grazing
3Da3,10,Agricultural Horses PRP - direct,Excreta N returned at grazing
3Da3,10,Dairy - Dairy Cows,Grazing
3Da3,10,Dairy Cows PRP - Direct,Excreta N returned at grazing
3Da3,10,Deer,Grazing
3Da3,10,Deer PRP - Direct,Excreta N returned at grazing
3Da3,10,Goats,Grazing
3Da3,10,Goats PRP - Direct,Excreta N returned at grazing
3Da3,10,Grazing,Agricultural Horses
3Da3,10,Grazing,Dairy - Dairy Cows
3Da3,10,Grazing,Deer
3Da3,10,Grazing,Goats
3Da3,10,Grazing,Other cattle - Beef females for slaughter
3Da3,10,Grazing,Other cattle - Bulls for breeding
3Da3,10,Grazing,Other cattle - Cereal fed bull
3Da3,10,Grazing,Other cattle - Cows
3Da3,10,Grazing,Other cattle - Dairy Calves Female
3Da3,10,Grazing,Other cattle - Dairy In Calf Heifers
3Da3,10,Grazing,Other cattle - Dairy Replacements Female
3Da3,10,Grazing,Other cattle - Heifers for breeding
3Da3,10,Grazing,Other cattle - Steers
3Da3,10,Grazing,Pig - Boar
3Da3,10,Grazing,Pig - Fattening Pig < 20 kg
3Da3,10,Grazing,Pig - Fattening Pig > 80 kg
3Da3,10,Grazing,Pig - Fattening Pig 20 to 80 kg
3Da3,10,Grazing,Pig - Gilt
3Da3,10,Grazing,Pig - Sow
3Da3,10,Grazing,Poultry - Broilers
3Da3,10,Grazing,Poultry - Laying Hens
3Da3,10,Grazing,Poultry - Other
3Da3,10,Grazing,Poultry - Turkeys
3Da3,10,Grazing,Sheep - Ewe
3Da3,10,Grazing,Sheep - Lamb
3Da3,10,Grazing,Sheep - Ram
3Da3,10,Other cattle - Beef females for slaughter,Grazing
3Da3,10,Other cattle - Bulls for breeding,Grazing
3Da3,10,Other cattle - Cereal fed bull,Grazing
3Da3,10,Other cattle - Cows,Grazing
3Da3,10,Other cattle - Dairy Calves Female,Grazing
3Da3,10,Other cattle - Dairy In Calf Heifers,Grazing
3Da3,10,Other cattle - Dairy Replacements Female,Grazing
3Da3,10,Other cattle - Heifers for breeding,Grazing
3Da3,10,Other cattle - Steers,Grazing
3Da3,10,Other Cattle PRP - Direct,Excreta N returned at grazing
3Da3,10,Pig - Boar,Grazing
3Da3,10,Pig - Fattening Pig < 20 kg,Grazing
3Da3,10,Pig - Fattening Pig > 80 kg,Grazing
3Da3,10,Pig - Fattening Pig 20 to 80 kg,Grazing
3Da3,10,Pig - Gilt,Grazing
3Da3,10,Pig - Sow,Grazing
3Da3,10,Pigs PRP - Direct,Excreta N returned at grazing
3Da3,10,Poultry - Broilers,Grazing
3Da3,10,Poultry - Broilers PRP - Direct,Excreta N returned at grazing
3Da3,10,Poultry - Laying Hens,Grazing
3Da3,10,Poultry - Laying Hens PRP - Direct,Excreta N returned at grazing
3Da3,10,Poultry - Other,Grazing
3Da3,10,Poultry - Other PRP - Direct,Excreta N returned at grazing
3Da3,10,Poultry - Turkeys,Grazing
3Da3,10,Poultry - Turkeys PRP - Direct,Excreta N returned at grazing
3Da3,10,PRP - direct,Agricultural Horses
3Da3,10,PRP - direct,Dairy - Dairy Cows
3Da3,10,PRP - direct,Deer
3Da3,10,PRP - direct,Goats
3Da3,10,PRP - direct,Other cattle
3Da3,10,PRP - direct,Pigs
3Da3,10,PRP - direct,Poultry - Broilers
3Da3,10,PRP - direct,Poultry - Laying Hens
3Da3,10,PRP - direct,Poultry - Other
3Da3,10,PRP - direct,Poultry - Turkeys
3Da3,10,PRP - direct,Sheep
3Da3,10,Sheep - Ewe,Grazing
3Da3,10,Sheep - Lamb,Grazing
3Da3,10,Sheep - Ram,Grazing
3Da3,10,Sheep PRP - Direct,Excreta N returned at grazing
3Da4,10,Arable - Direct,Ammonium Nitrate Residue
3Da4,10,Arable - Direct,Ammonium Sulphate and Diammonium Phosphate Residue
3Da4,10,Arable - Direct,Calcium Ammonium Nitrate Residue
3Da4,10,Arable - Direct,Crop Residues
3Da4,10,Arable - Direct,No Nitrogen Fertiliser Applied Residue
3Da4,10,Arable - Direct,Other Nitrogen Including Compounds Residue
3Da4,10,Arable - Direct,Urea Ammonium Nitrate Residue
3Da4,10,Arable - Direct,Urea Residue
3Da4,10,Grass - Direct,Ammonium Nitrate Residue
3Da4,10,Grass - Direct,Ammonium Sulphate and Diammonium Phosphate Residue
3Da4,10,Grass - Direct,Calcium Ammonium Nitrate Residue
3Da4,10,Grass - Direct,Crop Residues
3Da4,10,Grass - Direct,No Nitrogen Fertiliser Applied Residue
3Da4,10,Grass - Direct,Other Nitrogen Including Compounds Residue
3Da4,10,Grass - Direct,Urea Ammonium Nitrate Residue
3Da4,10,Grass - Direct,Urea Residue
3Dc,10,Agricultural operations,Land area
3Dc,10,Arable - Agricultural operations,Ammonium nitrate
3Dc,10,Arable - Agricultural operations,Ammonium Sulphate and Diammonium Phosphate
3Dc,10,Arable - Agricultural operations,Calcium Ammonium Nitrate
3Dc,10,Arable - Agricultural operations,No Nitrogen Fertiliser Applied
3Dc,10,Arable - Agricultural operations,Other Nitrogen Including Compounds
3Dc,10,Arable - Agricultural operations,Urea
3Dc,10,Arable - Agricultural operations,Urea Ammonium Nitrate
3Dc,10,Grass - Agricultural operations,Ammonium nitrate
3Dc,10,Grass - Agricultural operations,Ammonium Sulphate and Diammonium Phosphate
3Dc,10,Grass - Agricultural operations,Calcium Ammonium Nitrate
3Dc,10,Grass - Agricultural operations,No Nitrogen Fertiliser Applied
3Dc,10,Grass - Agricultural operations,Other Nitrogen Including Compounds
3Dc,10,Grass - Agricultural operations,Urea
3Dc,10,Grass - Agricultural operations,Urea Ammonium Nitrate
3De,10,Arable - Cultivated crops,Ammonium nitrate
3De,10,Arable - Cultivated crops,Ammonium Sulphate and Diammonium Phosphate
3De,10,Arable - Cultivated crops,Calcium Ammonium Nitrate
3De,10,Arable - Cultivated crops,No Nitrogen Fertiliser Applied
3De,10,Arable - Cultivated crops,Other Nitrogen Including Compounds
3De,10,Arable - Cultivated crops,Urea
3De,10,Arable - Cultivated crops,Urea Ammonium Nitrate
3De,10,Cultivated crops,Land area
3De,10,Cultivated crops,Rough grazing
3De,10,Grass - Cultivated crops,Ammonium nitrate
3De,10,Grass - Cultivated crops,Ammonium Sulphate and Diammonium Phosphate
3De,10,Grass - Cultivated crops,Calcium Ammonium Nitrate
3De,10,Grass - Cultivated crops,No Nitrogen Fertiliser Applied
3De,10,Grass - Cultivated crops,Other Nitrogen Including Compounds
3De,10,Grass - Cultivated crops,Urea
3De,10,Grass - Cultivated crops,Urea Ammonium Nitrate
3F,10,Field burning,Barley residue
3F,10,Field burning,Linseed residue
3F,10,Field burning,Non-fuel combustion
3F,10,Field burning,Oats residue
3F,10,Field burning,Wheat residue
3F11,10,Field burning,Wheat residue
3F12,10,Field burning,Barley residue
3F14,10,Field burning,Oats residue
3F5,10,Field burning,Linseed residue
3G1,10,Liming,Limestone
3G2,10,Liming,Dolomite
3H,10,Agriculture - application of urea,Urea consumption
3H,10,Fertiliser Application,Urea Application
3J,10,Agricultural soils - Mineralization/Immobilization Associated with change in Soil Organic Matter,Non-fuel combustion
3J,10,Agriculture livestock - all poultry wastes,Non-fuel combustion
3J,10,Agriculture livestock - dairy cattle enteric,Non-fuel combustion
3J,10,Agriculture livestock - dairy cattle wastes,Non-fuel combustion
3J,10,Agriculture livestock - deer enteric,Non-fuel combustion
3J,10,Agriculture livestock - deer wastes,Non-fuel combustion
3J,10,Agriculture livestock - goats enteric,Non-fuel combustion
3J,10,Agriculture livestock - goats wastes,Non-fuel combustion
3J,10,Agriculture livestock - horses enteric,Non-fuel combustion
3J,10,Agriculture livestock - horses wastes,Non-fuel combustion
3J,10,Agriculture livestock - manure leaching (indirect),Non-fuel combustion
3J,10,Agriculture livestock - manure other (indirect),Non-fuel combustion
3J,10,Agriculture livestock - other cattle enteric,Non-fuel combustion
3J,10,Agriculture livestock - other cattle wastes,Non-fuel combustion
3J,10,Agriculture livestock - other poultry wastes,Non-fuel combustion
3J,10,Agriculture livestock - pigs enteric,Non-fuel combustion
3J,10,Agriculture livestock - pigs wastes,Non-fuel combustion
3J,10,Agriculture livestock - sheep enteric,Non-fuel combustion
3J,10,Agriculture livestock - sheep wastes,Non-fuel combustion
3J,10,Dairy - Dairy Cows - Digestate Direct,Storage
3J,10,Other cattle - Beef females for slaughter - Digestate Direct,Storage
3J,10,Other cattle - Bulls for breeding - Digestate Direct,Storage
3J,10,Other cattle - Cereal fed bull - Digestate Direct,Storage
3J,10,Other cattle - Cows - Digestate Direct,Storage
3J,10,Other cattle - Dairy Calves Female - Digestate Direct,Storage
3J,10,Other cattle - Dairy In Calf Heifers - Digestate Direct,Storage
3J,10,Other cattle - Dairy Replacements Female - Digestate Direct,Storage
3J,10,Other cattle - Heifers for breeding - Digestate Direct,Storage
3J,10,Other cattle - Steers - Digestate Direct,Storage
3J,10,OvTerr Agricultural Soils,Non-fuel combustion
4A,11,Forest Land - Drainage and rewetting and other management of organic and mineral soils,Non-fuel combustion
4A1,11,Forest Land remaining Forest Land - Biomass Burning - Wildfires,Biomass
4A1,11,Forest Land remaining Forest Land - Carbon stock change,Non-fuel combustion
4A2,11,Cropland converted to Forest Land - Carbon stock change,Non-fuel combustion
4A2,11,Cropland converted to Forest Land - Direct N2O emissions from N Mineralization/Immobilization,Non-fuel combustion
4A2,11,Direct N2O emission from N fertilisation of forest land,Non-fuel combustion
4A2,11,Grassland converted to Forest Land - Carbon stock change,Non-fuel combustion
